kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,status_pencemaran_air,tahun,id
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213020.0,JALANCAGAK,3213020013.0,KUMPAY,32.13.12,JALANCAGAK,32.13.12.2011,KUMPAY,TIDAK ADA,2019.0,4224
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213020.0,JALANCAGAK,3213020008.0,SARIREJA,32.13.12,JALANCAGAK,32.13.12.2012,SARIREJA,ADA,2019.0,4225
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213020.0,JALANCAGAK,3213020017.0,TAMBAKMEKAR,32.13.12,JALANCAGAK,32.13.12.2014,TAMBAKMEKAR,TIDAK ADA,2019.0,4226
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213020.0,JALANCAGAK,3213020015.0,JALANCAGAK,32.13.12,JALANCAGAK,32.13.12.2017,JALANCAGAK,TIDAK ADA,2019.0,4227
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213220.0,BLANAKAN,3213220009.0,TANJUNGTIGA,32.13.13,BLANAKAN,32.13.13.2001,TANJUNGTIGA,TIDAK ADA,2019.0,4228
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213220.0,BLANAKAN,3213220008.0,MUARA,32.13.13,BLANAKAN,32.13.13.2002,MUARA,TIDAK ADA,2019.0,4229
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213220.0,BLANAKAN,3213220006.0,BLANAKAN,32.13.13,BLANAKAN,32.13.13.2003,BLANAKAN,TIDAK ADA,2019.0,4230
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213220.0,BLANAKAN,3213220004.0,RAWAMENENG,32.13.13,BLANAKAN,32.13.13.2004,RAWAMENENG,TIDAK ADA,2019.0,4231
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213220.0,BLANAKAN,3213220002.0,CILAMAYAGIRANG,32.13.13,BLANAKAN,32.13.13.2005,CILAMAYAGIRANG,TIDAK ADA,2019.0,4232
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213220.0,BLANAKAN,3213220005.0,JAYAMUKTI,32.13.13,BLANAKAN,32.13.13.2006,JAYAMUKTI,TIDAK ADA,2019.0,4233
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213220.0,BLANAKAN,3213220001.0,CILAMAYAHILIR,32.13.13,BLANAKAN,32.13.13.2007,CILAMAYAHILIR,TIDAK ADA,2019.0,4234
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213220.0,BLANAKAN,3213220003.0,RAWAMEKAR,32.13.13,BLANAKAN,32.13.13.2008,RAWAMEKAR,TIDAK ADA,2019.0,4235
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213220.0,BLANAKAN,3213220007.0,LANGENSARI,32.13.13,BLANAKAN,32.13.13.2009,LANGENSARI,TIDAK ADA,2019.0,4236
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213040.0,TANJUNGSIANG,3213040001.0,BUNIARA,32.13.14,TANJUNGSIANG,32.13.14.2001,BUNIARA,ADA,2019.0,4237
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213040.0,TANJUNGSIANG,3213040002.0,TANJUNGSIANG,32.13.14,TANJUNGSIANG,32.13.14.2002,TANJUNGSIANG,TIDAK ADA,2019.0,4238
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213040.0,TANJUNGSIANG,3213040004.0,CIMEUHMAL,32.13.14,TANJUNGSIANG,32.13.14.2003,CIMEUHMAL,TIDAK ADA,2019.0,4239
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213040.0,TANJUNGSIANG,3213040005.0,SIRAP,32.13.14,TANJUNGSIANG,32.13.14.2004,SIRAP,TIDAK ADA,2019.0,4240
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213040.0,TANJUNGSIANG,3213040006.0,KAWUNGLUWUK,32.13.14,TANJUNGSIANG,32.13.14.2005,KAWUNGLUWUK,TIDAK ADA,2019.0,4241
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213040.0,TANJUNGSIANG,3213040008.0,CIBULUH,32.13.14,TANJUNGSIANG,32.13.14.2006,CIBULUH,TIDAK ADA,2019.0,4242
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213040.0,TANJUNGSIANG,3213040009.0,SINDANGLAYA,32.13.14,TANJUNGSIANG,32.13.14.2007,SINDANGLAYA,TIDAK ADA,2019.0,4243
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213040.0,TANJUNGSIANG,3213040010.0,RANCAMANGGUNG,32.13.14,TANJUNGSIANG,32.13.14.2008,RANCAMANGGUNG,TIDAK ADA,2019.0,4244
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213040.0,TANJUNGSIANG,3213040003.0,CIKAWUNG,32.13.14,TANJUNGSIANG,32.13.14.2009,CIKAWUNG,ADA,2019.0,4245
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213040.0,TANJUNGSIANG,3213040011.0,GANDASOLI,32.13.14,TANJUNGSIANG,32.13.14.2010,GANDASOLI,TIDAK ADA,2019.0,4246
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213160.0,COMPRENG,3213160008.0,JATIMULYA,32.13.15,COMPRENG,32.13.15.2001,JATIMULYA,TIDAK ADA,2019.0,4247
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213160.0,COMPRENG,3213160002.0,SUKATANI,32.13.15,COMPRENG,32.13.15.2002,SUKATANI,TIDAK ADA,2019.0,4248
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213160.0,COMPRENG,3213160004.0,JATIREJA,32.13.15,COMPRENG,32.13.15.2003,JATIREJA,TIDAK ADA,2019.0,4249
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213160.0,COMPRENG,3213160007.0,COMPRENG,32.13.15,COMPRENG,32.13.15.2004,COMPRENG,TIDAK ADA,2019.0,4250
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213160.0,COMPRENG,3213160006.0,KALENSARI,32.13.15,COMPRENG,32.13.15.2005,KALENSARI,TIDAK ADA,2019.0,4251
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213160.0,COMPRENG,3213160005.0,MEKARJAYA,32.13.15,COMPRENG,32.13.15.2006,MEKARJAYA,TIDAK ADA,2019.0,4252
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213160.0,COMPRENG,3213160003.0,KIARASARI,32.13.15,COMPRENG,32.13.15.2007,KIARASARI,TIDAK ADA,2019.0,4253
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213160.0,COMPRENG,3213160001.0,SUKADANA,32.13.15,COMPRENG,32.13.15.2008,SUKADANA,TIDAK ADA,2019.0,4254
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213110.0,PATOKBEUSI,3213110009.0,RANCABANGO,32.13.16,PATOKBEUSI,32.13.16.2001,RANCABANGO,TIDAK ADA,2019.0,4255
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213110.0,PATOKBEUSI,3213110002.0,TANJUNGRASA,32.13.16,PATOKBEUSI,32.13.16.2002,TANJUNGRASA,TIDAK ADA,2019.0,4256
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213110.0,PATOKBEUSI,3213110005.0,CIBERES,32.13.16,PATOKBEUSI,32.13.16.2003,CIBERES,TIDAK ADA,2019.0,4257
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213110.0,PATOKBEUSI,3213110003.0,JATIRAGAS HILIR,32.13.16,PATOKBEUSI,32.13.16.2004,JATIRAGAS HILIR,TIDAK ADA,2019.0,4258
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213110.0,PATOKBEUSI,3213110004.0,TAMBAKJATI,32.13.16,PATOKBEUSI,32.13.16.2005,TAMBAKJATI,TIDAK ADA,2019.0,4259
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213110.0,PATOKBEUSI,3213110008.0,RANCAJAYA,32.13.16,PATOKBEUSI,32.13.16.2006,RANCAJAYA,TIDAK ADA,2019.0,4260
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213110.0,PATOKBEUSI,3213110006.0,GEMPOLSARI,32.13.16,PATOKBEUSI,32.13.16.2007,GEMPOLSARI,TIDAK ADA,2019.0,4261
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213110.0,PATOKBEUSI,3213110001.0,TANJUNGRASA KIDUL,32.13.16,PATOKBEUSI,32.13.16.2008,TANJUNGRASA KIDUL,ADA,2019.0,4262
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213110.0,PATOKBEUSI,3213110010.0,RANCAASIH,32.13.16,PATOKBEUSI,32.13.16.2009,RANCAASIH,TIDAK ADA,2019.0,4263
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213110.0,PATOKBEUSI,3213110007.0,RANCAMULYA,32.13.16,PATOKBEUSI,32.13.16.2010,RANCAMULYA,TIDAK ADA,2019.0,4264
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213060.0,CIBOGO,3213060003.0,SUMURBARANG,32.13.17,CIBOGO,32.13.17.2001,SUMURBARANG,TIDAK ADA,2019.0,4265
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213060.0,CIBOGO,3213060005.0,CIBOGO,32.13.17,CIBOGO,32.13.17.2002,CIBOGO,TIDAK ADA,2019.0,4266
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213060.0,CIBOGO,3213060006.0,CINANGSI,32.13.17,CIBOGO,32.13.17.2003,CINANGSI,TIDAK ADA,2019.0,4267
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213060.0,CIBOGO,3213060004.0,PADAASIH,32.13.17,CIBOGO,32.13.17.2004,PADAASIH,TIDAK ADA,2019.0,4268
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213060.0,CIBOGO,3213060002.0,SADAWARNA,32.13.17,CIBOGO,32.13.17.2005,SADAWARNA,TIDAK ADA,2019.0,4269
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213060.0,CIBOGO,3213060007.0,MAJASARI,32.13.17,CIBOGO,32.13.17.2006,MAJASARI,TIDAK ADA,2019.0,4270
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213060.0,CIBOGO,3213060010.0,CISAGA,32.13.17,CIBOGO,32.13.17.2007,CISAGA,TIDAK ADA,2019.0,4271
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213060.0,CIBOGO,3213060009.0,BELENDUNG,32.13.17,CIBOGO,32.13.17.2008,BELENDUNG,TIDAK ADA,2019.0,4272
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213060.0,CIBOGO,3213060008.0,CIBALANDONG JAYA,32.13.17,CIBOGO,32.13.17.2009,CIBALANDONG JAYA,TIDAK ADA,2019.0,4273
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213150.0,CIPUNAGARA,3213150001.0,WANASARI,32.13.18,CIPUNAGARA,32.13.18.2001,WANASARI,TIDAK ADA,2019.0,4274
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213150.0,CIPUNAGARA,3213150002.0,SIDAMULYA,32.13.18,CIPUNAGARA,32.13.18.2002,SIDAMULYA,TIDAK ADA,2019.0,4275
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213150.0,CIPUNAGARA,3213150004.0,TANJUNG,32.13.18,CIPUNAGARA,32.13.18.2003,TANJUNG,TIDAK ADA,2019.0,4276
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213150.0,CIPUNAGARA,3213150008.0,JATI,32.13.18,CIPUNAGARA,32.13.18.2004,JATI,TIDAK ADA,2019.0,4277
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213150.0,CIPUNAGARA,3213150010.0,SIMPAR,32.13.18,CIPUNAGARA,32.13.18.2005,SIMPAR,TIDAK ADA,2019.0,4278
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213150.0,CIPUNAGARA,3213150005.0,PARIGIMULYA,32.13.18,CIPUNAGARA,32.13.18.2006,PARIGIMULYA,TIDAK ADA,2019.0,4279
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213150.0,CIPUNAGARA,3213150003.0,SIDAJAYA,32.13.18,CIPUNAGARA,32.13.18.2007,SIDAJAYA,TIDAK ADA,2019.0,4280
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213150.0,CIPUNAGARA,3213150007.0,PADAMULYA,32.13.18,CIPUNAGARA,32.13.18.2008,PADAMULYA,TIDAK ADA,2019.0,4281
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213150.0,CIPUNAGARA,3213150009.0,KOSAMBI,32.13.18,CIPUNAGARA,32.13.18.2009,KOSAMBI,TIDAK ADA,2019.0,4282
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213150.0,CIPUNAGARA,3213150006.0,MANYINGSAL,32.13.18,CIPUNAGARA,32.13.18.2010,MANYINGSAL,TIDAK ADA,2019.0,4283
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213050.0,CIJAMBE,3213050001.0,GUNUNGTUA,32.13.19,CIJAMBE,32.13.19.2001,GUNUNGTUA,TIDAK ADA,2019.0,4284
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213050.0,CIJAMBE,3213050002.0,CIJAMBE,32.13.19,CIJAMBE,32.13.19.2002,CIJAMBE,TIDAK ADA,2019.0,4285
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213050.0,CIJAMBE,3213050003.0,CIRANGKONG,32.13.19,CIJAMBE,32.13.19.2003,CIRANGKONG,TIDAK ADA,2019.0,4286
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213050.0,CIJAMBE,3213050004.0,CIMENTENG,32.13.19,CIJAMBE,32.13.19.2004,CIMENTENG,TIDAK ADA,2019.0,4287
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213050.0,CIJAMBE,3213050007.0,BANTARSARI,32.13.19,CIJAMBE,32.13.19.2005,BANTARSARI,TIDAK ADA,2019.0,4288
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213050.0,CIJAMBE,3213050008.0,TANJUNGWANGI,32.13.19,CIJAMBE,32.13.19.2006,TANJUNGWANGI,TIDAK ADA,2019.0,4289
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213050.0,CIJAMBE,3213050005.0,CIKADU,32.13.19,CIJAMBE,32.13.19.2007,CIKADU,TIDAK ADA,2019.0,4290
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213050.0,CIJAMBE,3213050006.0,SUKAHURIP,32.13.19,CIJAMBE,32.13.19.2008,SUKAHURIP,TIDAK ADA,2019.0,4291
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213090.0,CIPEUNDEUY,3213090008.0,KARYAMUKTI,32.13.20,CIPEUNDEUY,32.13.20.2001,KARYAMUKTI,ADA,2019.0,4292
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213090.0,CIPEUNDEUY,3213090003.0,CIMAYASARI,32.13.20,CIPEUNDEUY,32.13.20.2002,CIMAYASARI,ADA,2019.0,4293
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213090.0,CIPEUNDEUY,3213090004.0,LENGKONG,32.13.20,CIPEUNDEUY,32.13.20.2003,LENGKONG,ADA,2019.0,4294
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213090.0,CIPEUNDEUY,3213090005.0,CIPEUNDEUY,32.13.20,CIPEUNDEUY,32.13.20.2004,CIPEUNDEUY,ADA,2019.0,4295
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213090.0,CIPEUNDEUY,3213090006.0,WANTILAN,32.13.20,CIPEUNDEUY,32.13.20.2005,WANTILAN,ADA,2019.0,4296
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213090.0,CIPEUNDEUY,3213090009.0,KOSAR,32.13.20,CIPEUNDEUY,32.13.20.2006,KOSAR,TIDAK ADA,2019.0,4297
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213090.0,CIPEUNDEUY,3213090007.0,SAWANGAN,32.13.20,CIPEUNDEUY,32.13.20.2007,SAWANGAN,TIDAK ADA,2019.0,4298
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213210.0,LEGONKULON,3213210002.0,TEGALURUNG,32.13.21,LEGONKULON,32.13.21.2001,TEGALURUNG,TIDAK ADA,2019.0,4299
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213210.0,LEGONKULON,3213210007.0,BOBOS,32.13.21,LEGONKULON,32.13.21.2002,BOBOS,TIDAK ADA,2019.0,4300
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213210.0,LEGONKULON,3213210005.0,LEGONKULON,32.13.21,LEGONKULON,32.13.21.2003,LEGONKULON,TIDAK ADA,2019.0,4301
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213210.0,LEGONKULON,3213210003.0,MAYANGAN,32.13.21,LEGONKULON,32.13.21.2004,MAYANGAN,TIDAK ADA,2019.0,4302
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213210.0,LEGONKULON,3213210004.0,LEGONWETAN,32.13.21,LEGONKULON,32.13.21.2005,LEGONWETAN,TIDAK ADA,2019.0,4303
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213210.0,LEGONKULON,3213210006.0,PANGARENGAN,32.13.21,LEGONKULON,32.13.21.2006,PANGARENGAN,TIDAK ADA,2019.0,4304
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213210.0,LEGONKULON,3213210008.0,KARANGMULYA,32.13.21,LEGONKULON,32.13.21.2007,KARANGMULYA,TIDAK ADA,2019.0,4305
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213130.0,CIKAUM,3213130001.0,KAWUNGANTEN,32.13.22,CIKAUM,32.13.22.2001,KAWUNGANTEN,TIDAK ADA,2019.0,4306
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213130.0,CIKAUM,3213130002.0,SINDANGSARI,32.13.22,CIKAUM,32.13.22.2002,SINDANGSARI,TIDAK ADA,2019.0,4307
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213130.0,CIKAUM,3213130004.0,CIKAUM BARAT,32.13.22,CIKAUM,32.13.22.2003,CIKAUM BARAT,TIDAK ADA,2019.0,4308
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213130.0,CIKAUM,3213130003.0,CIKAUM TIMUR,32.13.22,CIKAUM,32.13.22.2004,CIKAUM TIMUR,TIDAK ADA,2019.0,4309
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213130.0,CIKAUM,3213130008.0,TANJUNGSARI BARAT,32.13.22,CIKAUM,32.13.22.2005,TANJUNGSARI BARAT,TIDAK ADA,2019.0,4310
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213130.0,CIKAUM,3213130007.0,MEKARSARI,32.13.22,CIKAUM,32.13.22.2006,MEKARSARI,TIDAK ADA,2019.0,4311
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213130.0,CIKAUM,3213130009.0,TANJUNGSARI TIMUR,32.13.22,CIKAUM,32.13.22.2007,TANJUNGSARI TIMUR,TIDAK ADA,2019.0,4312
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213130.0,CIKAUM,3213130006.0,GANDASARI,32.13.22,CIKAUM,32.13.22.2008,GANDASARI,TIDAK ADA,2019.0,4313
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213130.0,CIKAUM,3213130005.0,PASIRMUNCANG,32.13.22,CIKAUM,32.13.22.2009,PASIRMUNCANG,TIDAK ADA,2019.0,4314
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213011.0,SERANGPANJANG,3213011003.0,CIJENGKOL,32.13.23,SERANGPANJANG,32.13.23.2001,CIJENGKOL,TIDAK ADA,2019.0,4315
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213011.0,SERANGPANJANG,3213011006.0,TALAGASARI,32.13.23,SERANGPANJANG,32.13.23.2002,TALAGASARI,TIDAK ADA,2019.0,4316
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213011.0,SERANGPANJANG,3213011004.0,CINTAMEKAR,32.13.23,SERANGPANJANG,32.13.23.2003,CINTAMEKAR,TIDAK ADA,2019.0,4317
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213011.0,SERANGPANJANG,3213011005.0,PONGGANG,32.13.23,SERANGPANJANG,32.13.23.2004,PONGGANG,TIDAK ADA,2019.0,4318
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213011.0,SERANGPANJANG,3213011002.0,CIKUJANG,32.13.23,SERANGPANJANG,32.13.23.2005,CIKUJANG,TIDAK ADA,2019.0,4319
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213011.0,SERANGPANJANG,3213011001.0,CIPANCAR,32.13.23,SERANGPANJANG,32.13.23.2006,CIPANCAR,TIDAK ADA,2019.0,4320
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213191.0,SUKASARI,3213191006.0,ANGGASARI,32.13.24,SUKASARI,32.13.24.2001,ANGGASARI,TIDAK ADA,2019.0,4321
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213191.0,SUKASARI,3213191003.0,BATANGSARI,32.13.24,SUKASARI,32.13.24.2002,BATANGSARI,ADA,2019.0,4322
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213191.0,SUKASARI,3213191007.0,SUKAMAJU,32.13.24,SUKASARI,32.13.24.2003,SUKAMAJU,TIDAK ADA,2019.0,4323
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213191.0,SUKASARI,3213191001.0,MANDALAWANGI,32.13.24,SUKASARI,32.13.24.2004,MANDALAWANGI,TIDAK ADA,2019.0,4324
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213191.0,SUKASARI,3213191002.0,CURUGREJA,32.13.24,SUKASARI,32.13.24.2005,CURUGREJA,ADA,2019.0,4325
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213191.0,SUKASARI,3213191005.0,SUKAREJA,32.13.24,SUKASARI,32.13.24.2006,SUKAREJA,TIDAK ADA,2019.0,4326
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213191.0,SUKASARI,3213191004.0,SUKASARI,32.13.24,SUKASARI,32.13.24.2007,SUKASARI,TIDAK ADA,2019.0,4327
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213171.0,TAMBAKDAHAN,3213171001.0,TANJUNGRASA,32.13.25,TAMBAKDAHAN,32.13.25.2001,TANJUNGRASA,TIDAK ADA,2019.0,4328
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213171.0,TAMBAKDAHAN,3213171002.0,WANAJAYA,32.13.25,TAMBAKDAHAN,32.13.25.2002,WANAJAYA,TIDAK ADA,2019.0,4329
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213171.0,TAMBAKDAHAN,3213171003.0,GARDUMUKTI,32.13.25,TAMBAKDAHAN,32.13.25.2003,GARDUMUKTI,TIDAK ADA,2019.0,4330
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213171.0,TAMBAKDAHAN,3213171004.0,MARIUK,32.13.25,TAMBAKDAHAN,32.13.25.2004,MARIUK,TIDAK ADA,2019.0,4331
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213171.0,TAMBAKDAHAN,3213171005.0,KERTAJAYA,32.13.25,TAMBAKDAHAN,32.13.25.2005,KERTAJAYA,TIDAK ADA,2019.0,4332
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213171.0,TAMBAKDAHAN,3213171006.0,TAMBAKDAHAN,32.13.25,TAMBAKDAHAN,32.13.25.2006,TAMBAKDAHAN,TIDAK ADA,2019.0,4333
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213171.0,TAMBAKDAHAN,3213171009.0,RANCAUDIK,32.13.25,TAMBAKDAHAN,32.13.25.2007,RANCAUDIK,TIDAK ADA,2019.0,4334
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213171.0,TAMBAKDAHAN,3213171007.0,BOJONGKEDING,32.13.25,TAMBAKDAHAN,32.13.25.2008,BOJONGKEDING,TIDAK ADA,2019.0,4335
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213171.0,TAMBAKDAHAN,3213171008.0,BOJONEGARA,32.13.25,TAMBAKDAHAN,32.13.25.2009,BOJONEGARA,TIDAK ADA,2019.0,4336
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213031.0,KASOMALANG,3213031002.0,SINDANGSARI,32.13.26,KASOMALANG,32.13.26.2001,SINDANGSARI,TIDAK ADA,2019.0,4337
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213031.0,KASOMALANG,3213031001.0,PASANGGRAHAN,32.13.26,KASOMALANG,32.13.26.2002,PASANGGRAHAN,TIDAK ADA,2019.0,4338
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213031.0,KASOMALANG,3213031003.0,BOJONGLOA,32.13.26,KASOMALANG,32.13.26.2003,BOJONGLOA,TIDAK ADA,2019.0,4339
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213031.0,KASOMALANG,3213031005.0,SUKAMELANG,32.13.26,KASOMALANG,32.13.26.2004,SUKAMELANG,TIDAK ADA,2019.0,4340
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213031.0,KASOMALANG,3213031004.0,TENJOLAYA,32.13.26,KASOMALANG,32.13.26.2005,TENJOLAYA,TIDAK ADA,2019.0,4341
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213031.0,KASOMALANG,3213031006.0,KASOMALANG WETAN,32.13.26,KASOMALANG,32.13.26.2006,KASOMALANG WETAN,TIDAK ADA,2019.0,4342
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213031.0,KASOMALANG,3213031007.0,KASOMALANG KULON,32.13.26,KASOMALANG,32.13.26.2007,KASOMALANG KULON,TIDAK ADA,2019.0,4343
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213031.0,KASOMALANG,3213031008.0,CIMANGLID,32.13.26,KASOMALANG,32.13.26.2008,CIMANGLID,ADA,2019.0,4344
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081009.0,MANYETI,32.13.27,DAWUAN,32.13.27.2001,MANYETI,TIDAK ADA,2019.0,4345
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081006.0,RAWALELE,32.13.27,DAWUAN,32.13.27.2002,RAWALELE,TIDAK ADA,2019.0,4346
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081005.0,SUKASARI,32.13.27,DAWUAN,32.13.27.2003,SUKASARI,TIDAK ADA,2019.0,4347
