kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,status_pencemaran_air,tahun,id
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203240.0,CIKALONGKULON,3203240011.0,MEKARGALIH,32.03.12,CIKALONGKULON,32.03.12.2014,MEKARGALIH,TIDAK ADA,2020.0,6248
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203240.0,CIKALONGKULON,3203240013.0,LEMBAHSARI,32.03.12,CIKALONGKULON,32.03.12.2015,LEMBAHSARI,TIDAK ADA,2020.0,6249
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203240.0,CIKALONGKULON,3203240003.0,MENTENGSARI,32.03.12,CIKALONGKULON,32.03.12.2016,MENTENGSARI,TIDAK ADA,2020.0,6250
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203240.0,CIKALONGKULON,3203240009.0,MEKARSARI,32.03.12,CIKALONGKULON,32.03.12.2017,MEKARSARI,TIDAK ADA,2020.0,6251
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203240.0,CIKALONGKULON,3203240017.0,MEKARMULYA,32.03.12,CIKALONGKULON,32.03.12.2018,MEKARMULYA,TIDAK ADA,2020.0,6252
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203230.0,SUKARESMI,3203230002.0,CIKANYERE,32.03.13,SUKARESMI,32.03.13.2001,CIKANYERE,ADA,2020.0,6253
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203230.0,SUKARESMI,3203230011.0,CIKANCANA,32.03.13,SUKARESMI,32.03.13.2002,CIKANCANA,ADA,2020.0,6254
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203230.0,SUKARESMI,3203230004.0,CIWALEN,32.03.13,SUKARESMI,32.03.13.2003,CIWALEN,ADA,2020.0,6255
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203230.0,SUKARESMI,3203230005.0,KAWUNGLUWUK,32.03.13,SUKARESMI,32.03.13.2004,KAWUNGLUWUK,TIDAK ADA,2020.0,6256
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203230.0,SUKARESMI,3203230006.0,CIBADAK,32.03.13,SUKARESMI,32.03.13.2005,CIBADAK,TIDAK ADA,2020.0,6257
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203230.0,SUKARESMI,3203230010.0,SUKAMAHI,32.03.13,SUKARESMI,32.03.13.2006,SUKAMAHI,TIDAK ADA,2020.0,6258
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203230.0,SUKARESMI,3203230003.0,SUKARESMI,32.03.13,SUKARESMI,32.03.13.2007,SUKARESMI,ADA,2020.0,6259
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203230.0,SUKARESMI,3203230008.0,CIBANTENG,32.03.13,SUKARESMI,32.03.13.2008,CIBANTENG,TIDAK ADA,2020.0,6260
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203230.0,SUKARESMI,3203230009.0,KUBANG,32.03.13,SUKARESMI,32.03.13.2009,KUBANG,TIDAK ADA,2020.0,6261
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203230.0,SUKARESMI,3203230001.0,PAKUON,32.03.13,SUKARESMI,32.03.13.2010,PAKUON,ADA,2020.0,6262
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203230.0,SUKARESMI,3203230007.0,RAWABELUT,32.03.13,SUKARESMI,32.03.13.2011,RAWABELUT,TIDAK ADA,2020.0,6263
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203090.0,SUKANAGARA,3203090006.0,SUKANAGARA,32.03.14,SUKANAGARA,32.03.14.2001,SUKANAGARA,TIDAK ADA,2020.0,6264
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203090.0,SUKANAGARA,3203090009.0,SUKAJEMBAR,32.03.14,SUKANAGARA,32.03.14.2002,SUKAJEMBAR,TIDAK ADA,2020.0,6265
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203090.0,SUKANAGARA,3203090003.0,SUKAKARYA,32.03.14,SUKANAGARA,32.03.14.2003,SUKAKARYA,TIDAK ADA,2020.0,6266
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203090.0,SUKANAGARA,3203090002.0,CIGUHA,32.03.14,SUKANAGARA,32.03.14.2004,CIGUHA,TIDAK ADA,2020.0,6267
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203090.0,SUKANAGARA,3203090010.0,SUKAMEKAR,32.03.14,SUKANAGARA,32.03.14.2005,SUKAMEKAR,TIDAK ADA,2020.0,6268
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203090.0,SUKANAGARA,3203090007.0,GUNUNGSARI,32.03.14,SUKANAGARA,32.03.14.2006,GUNUNGSARI,TIDAK ADA,2020.0,6269
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203090.0,SUKANAGARA,3203090005.0,SUKALAKSANA,32.03.14,SUKANAGARA,32.03.14.2007,SUKALAKSANA,TIDAK ADA,2020.0,6270
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203090.0,SUKANAGARA,3203090004.0,SUKARAME,32.03.14,SUKANAGARA,32.03.14.2008,SUKARAME,TIDAK ADA,2020.0,6271
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203090.0,SUKANAGARA,3203090008.0,SINDANGSARI,32.03.14,SUKANAGARA,32.03.14.2009,SINDANGSARI,TIDAK ADA,2020.0,6272
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203090.0,SUKANAGARA,3203090001.0,JAYAGIRI,32.03.14,SUKANAGARA,32.03.14.2010,JAYAGIRI,TIDAK ADA,2020.0,6273
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203110.0,CAMPAKA,3203110010.0,CIDADAP,32.03.15,CAMPAKA,32.03.15.2001,CIDADAP,TIDAK ADA,2020.0,6274
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203110.0,CAMPAKA,3203110004.0,CIMENTENG,32.03.15,CAMPAKA,32.03.15.2002,CIMENTENG,ADA,2020.0,6275
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203110.0,CAMPAKA,3203110006.0,SUSUKAN,32.03.15,CAMPAKA,32.03.15.2003,SUSUKAN,ADA,2020.0,6276
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203110.0,CAMPAKA,3203110007.0,SUKAJADI,32.03.15,CAMPAKA,32.03.15.2004,SUKAJADI,TIDAK ADA,2020.0,6277
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203110.0,CAMPAKA,3203110002.0,SUKADANA,32.03.15,CAMPAKA,32.03.15.2005,SUKADANA,TIDAK ADA,2020.0,6278
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203110.0,CAMPAKA,3203110008.0,MARGALUYU,32.03.15,CAMPAKA,32.03.15.2006,MARGALUYU,TIDAK ADA,2020.0,6279
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203110.0,CAMPAKA,3203110003.0,KARYAMUKTI,32.03.15,CAMPAKA,32.03.15.2007,KARYAMUKTI,TIDAK ADA,2020.0,6280
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203110.0,CAMPAKA,3203110011.0,CAMPAKA,32.03.15,CAMPAKA,32.03.15.2008,CAMPAKA,TIDAK ADA,2020.0,6281
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203110.0,CAMPAKA,3203110001.0,WANGUNJAYA,32.03.15,CAMPAKA,32.03.15.2009,WANGUNJAYA,TIDAK ADA,2020.0,6282
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203110.0,CAMPAKA,3203110005.0,GIRIMUKTI,32.03.15,CAMPAKA,32.03.15.2010,GIRIMUKTI,TIDAK ADA,2020.0,6283
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203110.0,CAMPAKA,3203110009.0,MEKARJAYA,32.03.15,CAMPAKA,32.03.15.2011,MEKARJAYA,TIDAK ADA,2020.0,6284
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203080.0,TAKOKAK,3203080008.0,PASAWAHAN,32.03.16,TAKOKAK,32.03.16.2001,PASAWAHAN,TIDAK ADA,2020.0,6285
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203080.0,TAKOKAK,3203080005.0,SINDANGRESMI,32.03.16,TAKOKAK,32.03.16.2002,SINDANGRESMI,ADA,2020.0,6286
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203080.0,TAKOKAK,3203080004.0,SINDANGHAYU,32.03.16,TAKOKAK,32.03.16.2003,SINDANGHAYU,TIDAK ADA,2020.0,6287
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203080.0,TAKOKAK,3203080003.0,SIMPANG,32.03.16,TAKOKAK,32.03.16.2004,SIMPANG,ADA,2020.0,6288
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203080.0,TAKOKAK,3203080002.0,SUKAGALIH,32.03.16,TAKOKAK,32.03.16.2005,SUKAGALIH,TIDAK ADA,2020.0,6289
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203080.0,TAKOKAK,3203080006.0,BUNGBANGSARI,32.03.16,TAKOKAK,32.03.16.2006,BUNGBANGSARI,TIDAK ADA,2020.0,6290
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203080.0,TAKOKAK,3203080007.0,CISUJEN,32.03.16,TAKOKAK,32.03.16.2007,CISUJEN,TIDAK ADA,2020.0,6291
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203080.0,TAKOKAK,3203080009.0,HEGARMANAH,32.03.16,TAKOKAK,32.03.16.2008,HEGARMANAH,TIDAK ADA,2020.0,6292
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203080.0,TAKOKAK,3203080001.0,WARINGINSARI,32.03.16,TAKOKAK,32.03.16.2009,WARINGINSARI,TIDAK ADA,2020.0,6293
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203070.0,KADUPANDAK,3203070018.0,SUKASARI,32.03.17,KADUPANDAK,32.03.17.2003,SUKASARI,TIDAK ADA,2020.0,6294
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203070.0,KADUPANDAK,3203070010.0,PASIRDALEM,32.03.17,KADUPANDAK,32.03.17.2006,PASIRDALEM,TIDAK ADA,2020.0,6295
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203070.0,KADUPANDAK,3203070013.0,TALAGASARI,32.03.17,KADUPANDAK,32.03.17.2008,TALAGASARI,TIDAK ADA,2020.0,6296
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203070.0,KADUPANDAK,3203070017.0,BOJONGKASIH,32.03.17,KADUPANDAK,32.03.17.2009,BOJONGKASIH,TIDAK ADA,2020.0,6297
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203070.0,KADUPANDAK,3203070020.0,WARGAASIH,32.03.17,KADUPANDAK,32.03.17.2010,WARGAASIH,TIDAK ADA,2020.0,6298
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203070.0,KADUPANDAK,3203070016.0,SUKARAHARJA,32.03.17,KADUPANDAK,32.03.17.2011,SUKARAHARJA,TIDAK ADA,2020.0,6299
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203070.0,KADUPANDAK,3203070015.0,SUKAKERTA,32.03.17,KADUPANDAK,32.03.17.2014,SUKAKERTA,TIDAK ADA,2020.0,6300
